Country,Survey,Pop Class,Foodex L1,Metrics,Nr Subjetcs,Nr Consumers,Mean,STD,P5,P10,Median,P95,P97.5,P99,Comment
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Milk and dairy products,A.01.000948,933,928,588.34,249.17,203.31,294.14,570.71,999.96,1.077.18,1.289.64, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Eggs and egg products,A.01.001252,933,852,10.56,12.20,0.00,0.32,6.26,35.79,45.31,56.45, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Sugar and confectionary,A.01.001267,933,929,26.52,20.18,4.50,7.02,20.87,65.88,76.87,97.92, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Animal and vegetable fats and oils,A.01.001346,933,933,21.16,10.78,7.14,9.73,19.50,39.18,46.12,56.19, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Fruit and vegetable juices,A.01.001394,933,872,180.73,148.27,0.00,16.67,150.00,443.33,532.04,650.00, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,933,465,47.61,75.90,0.00,0.00,0.00,200.00,250.00,333.33, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Alcoholic beverages,A.01.001534,933,17,0.47,8.64,0.00,0.00,0.00,0.00,0.00,3.78, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Drinking water (water without any additives except,A.01.001573,933,933,342.45,190.27,102.20,141.32,304.28,704.95,790.63,981.02, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Herbs. spices and condiments,A.01.001580,933,933,11.04,8.25,2.98,3.67,8.73,28.57,33.58,40.87, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Food for infants and small children,A.01.001715,933,20,0.84,6.92,0.00,0.00,0.00,0.00,0.00,31.00, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Products for special nutritional use,A.01.001748,933,419,0.03,0.43,0.00,0.00,0.00,0.00,0.00,0.16, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Composite food (including frozen products),A.01.001789,933,159,1.74,5.70,0.00,0.00,0.00,10.47,20.00,30.87, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Snacks. desserts. and other foods,A.01.001877,933,624,21.32,25.45,0.00,0.00,14.33,66.67,82.67,102.00, 
Finland,National FINDIET 2012 Survey,Adults,Grains and grain-based products,A.01.000001,1.295,1.286,275.43,158.47,66.49,102.84,250.00,566.00,631.74,764.60, 
Finland,National FINDIET 2012 Survey,Adults,Vegetables and vegetable products (including fungi,A.01.000317,1.295,1.271,150.90,110.66,14.73,31.83,129.15,352.22,416.23,491.00, 
Finland,National FINDIET 2012 Survey,Adults,Starchy roots and tubers,A.01.000467,1.295,1.024,70.18,68.97,0.00,0.00,60.00,211.72,240.63,282.00, 
Finland,National FINDIET 2012 Survey,Adults,Legumes. nuts and oilseeds,A.01.000486,1.295,450,10.20,22.76,0.00,0.00,0.00,55.40,75.00,101.25, 
Finland,National FINDIET 2012 Survey,Adults,Fruit and fruit products,A.01.000544,1.295,1.113,158.85,178.44,0.00,0.00,110.75,490.68,591.65,867.20, 
Finland,National FINDIET 2012 Survey,Adults,Meat and meat products (including edible offal),A.01.000727,1.295,1.248,129.89,93.38,12.77,30.42,116.20,295.27,345.29,439.00, 
Finland,National FINDIET 2012 Survey,Adults,Fish and other seafood (including amphibians. rept,A.01.000876,1.295,571,30.28,51.86,0.00,0.00,0.00,128.00,168.00,243.50, 
Finland,National FINDIET 2012 Survey,Adults,Milk and dairy products,A.01.000948,1.295,1.289,443.16,328.47,46.75,96.72,369.83,1.062.63,1.252.96,1.589.86, 
Finland,National FINDIET 2012 Survey,Adults,Eggs and egg products,A.01.001252,1.295,566,11.32,23.83,0.00,0.00,0.00,56.98,81.25,110.00, 
Finland,National FINDIET 2012 Survey,Adults,Sugar and confectionary,A.01.001267,1.295,1.118,22.52,30.98,0.00,0.00,12.45,81.56,102.25,159.00, 
Finland,National FINDIET 2012 Survey,Adults,Animal and vegetable fats and oils,A.01.001346,1.295,1.266,30.63,24.35,2.69,5.86,25.00,76.28,93.11,116.51, 
Finland,National FINDIET 2012 Survey,Adults,Fruit and vegetable juices,A.01.001394,1.295,663,140.46,238.42,0.00,0.00,1.79,600.00,750.00,1.100.00, 
Finland,National FINDIET 2012 Survey,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,1.295,1.270,704.08,391.08,165.00,265.00,660.00,1.415.00,1.600.00,1.950.00, 
Finland,National FINDIET 2012 Survey,Adults,Alcoholic beverages,A.01.001534,1.295,380,117.62,318.53,0.00,0.00,0.00,660.00,1.000.00,1.650.00, 
Finland,National FINDIET 2012 Survey,Adults,Drinking water (water without any additives except,A.01.001573,1.295,1.288,891.85,658.04,91.09,164.58,770.00,2.121.39,2.567.39,2.933.64, 
Finland,National FINDIET 2012 Survey,Adults,Herbs. spices and condiments,A.01.001580,1.295,1.262,22.63,30.92,0.44,0.96,10.95,78.72,103.86,151.32, 
Finland,National FINDIET 2012 Survey,Adults,Food for infants and small children,A.01.001715,1.295,3,0.17,4.52,0.00,0.00,0.00,0.00,0.00,0.00, 
Finland,National FINDIET 2012 Survey,Adults,Products for special nutritional use,A.01.001748,1.295,712,7.90,49.08,0.00,0.00,0.33,15.00,74.33,231.84, 
Finland,National FINDIET 2012 Survey,Adults,Composite food (including frozen products),A.01.001789,1.295,445,18.31,40.32,0.00,0.00,0.00,97.07,129.43,225.00, 
Finland,National FINDIET 2012 Survey,Adults,Snacks. desserts. and other foods,A.01.001877,1.295,409,19.19,44.18,0.00,0.00,0.00,112.50,150.00,195.00, 
Finland,National FINDIET 2012 Survey,Elderly,Grains and grain-based products,A.01.000001,413,412,319.15,188.81,71.94,108.00,291.44,647.50,757.50,882.73, 
Finland,National FINDIET 2012 Survey,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,413,400,139.85,110.14,8.58,19.94,119.76,348.13,440.99,496.64, 
Finland,National FINDIET 2012 Survey,Elderly,Starchy roots and tubers,A.01.000467,413,345,80.86,72.40,0.00,0.00,66.00,219.07,247.50,302.43, 
Finland,National FINDIET 2012 Survey,Elderly,Legumes. nuts and oilseeds,A.01.000486,413,112,8.06,19.46,0.00,0.00,0.00,47.67,64.81,90.00, 
Finland,National FINDIET 2012 Survey,Elderly,Fruit and fruit products,A.01.000544,413,379,199.30,171.35,0.00,10.11,162.80,555.07,611.33,700.95, 
Finland,National FINDIET 2012 Survey,Elderly,Meat and meat products (including edible offal),A.01.000727,413,398,105.25,70.40,12.20,27.77,91.25,240.13,272.00,318.07, 
Finland,National FINDIET 2012 Survey,Elderly,Fish and other seafood (including amphibians. rept,A.01.000876,413,191,37.06,62.15,0.00,0.00,0.00,140.00,200.23,215.80, 
Finland,National FINDIET 2012 Survey,Elderly,Milk and dairy products,A.01.000948,413,408,392.06,257.01,40.50,81.44,351.91,870.00,1.000.00,1.140.00, 
Finland,National FINDIET 2012 Survey,Elderly,Eggs and egg products,A.01.001252,413,168,9.63,20.11,0.00,0.00,0.00,55.00,61.73,108.22, 
Finland,National FINDIET 2012 Survey,Elderly,Sugar and confectionary,A.01.001267,413,341,13.98,20.11,0.00,0.00,8.00,44.64,65.00,95.00, 
Finland,National FINDIET 2012 Survey,Elderly,Animal and vegetable fats and oils,A.01.001346,413,405,30.14,23.93,1.50,5.00,25.17,70.97,85.54,119.87, 
Finland,National FINDIET 2012 Survey,Elderly,Fruit and vegetable juices,A.01.001394,413,181,99.76,172.40,0.00,0.00,0.00,495.00,600.00,760.00, 
Finland,National FINDIET 2012 Survey,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,413,411,595.67,278.69,220.00,240.00,560.00,1.100.00,1.200.00,1.320.00, 
Finland,National FINDIET 2012 Survey,Elderly,Alcoholic beverages,A.01.001534,413,97,73.53,223.78,0.00,0.00,0.00,375.00,682.50,1.079.41, 
Finland,National FINDIET 2012 Survey,Elderly,Drinking water (water without any additives except,A.01.001573,413,406,649.54,479.03,78.90,135.39,556.44,1.557.41,1.810.76,2.151.52, 
Finland,National FINDIET 2012 Survey,Elderly,Herbs. spices and condiments,A.01.001580,413,395,13.76,26.75,0.10,0.54,3.25,59.47,75.00,126.85, 
Finland,National FINDIET 2012 Survey,Elderly,Food for infants and small children,A.01.001715,413,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Finland,National FINDIET 2012 Survey,Elderly,Products for special nutritional use,A.01.001748,413,246,2.00,5.44,0.00,0.00,0.55,5.63,15.00,26.51, 
Finland,National FINDIET 2012 Survey,Elderly,Composite food (including frozen products),A.01.001789,413,134,18.88,41.03,0.00,0.00,0.00,110.00,150.00,180.00, 
Finland,National FINDIET 2012 Survey,Elderly,Snacks. desserts. and other foods,A.01.001877,413,91,12.16,31.58,0.00,0.00,0.00,75.00,112.50,162.50, 
Finland,National Findiet Surveys,Adults,Grains and grain-based products,A.01.000001,1.575,1.573,153.09,68.82,60.67,78.02,142.99,279.08,319.19,377.33, 
Finland,National Findiet Surveys,Adults,Vegetables and vegetable products (including fungi,A.01.000317,1.575,1.537,133.01,103.65,6.99,21.09,111.97,328.75,402.05,477.35, 
Finland,National Findiet Surveys,Adults,Starchy roots and tubers,A.01.000467,1.575,1.444,86.05,71.35,0.00,1.43,77.19,220.02,250.56,290.43, 
Finland,National Findiet Surveys,Adults,Legumes. nuts and oilseeds,A.01.000486,1.575,734,7.33,16.90,0.00,0.00,0.00,41.86,60.54,80.00, 
Finland,National Findiet Surveys,Adults,Fruit and fruit products,A.01.000544,1.575,1.411,170.50,178.12,0.00,0.00,127.30,494.69,610.67,771.64, 
Finland,National Findiet Surveys,Adults,Meat and meat products (including edible offal),A.01.000727,1.575,1.507,130.27,98.23,10.66,31.55,113.46,300.51,365.62,446.67, 
Finland,National Findiet Surveys,Adults,Fish and other seafood (including amphibians. rept,A.01.000876,1.575,651,25.93,45.03,0.00,0.00,0.00,117.50,137.48,199.25, 
Finland,National Findiet Surveys,Adults,Milk and dairy products,A.01.000948,1.575,1.567,451.43,320.32,55.16,96.14,394.43,1.041.48,1.235.46,1.414.79, 
Finland,National Findiet Surveys,Adults,Eggs and egg products,A.01.001252,1.575,1.267,16.08,23.85,0.00,0.00,7.82,64.74,85.13,120.12, 
Finland,National Findiet Surveys,Adults,Sugar and confectionary,A.01.001267,1.575,1.523,32.27,33.75,0.42,2.92,22.35,100.61,130.37,155.20, 
Finland,National Findiet Surveys,Adults,Animal and vegetable fats and oils,A.01.001346,1.575,1.569,37.18,24.80,6.88,11.50,32.20,82.97,99.76,127.53, 
Finland,National Findiet Surveys,Adults,Fruit and vegetable juices,A.01.001394,1.575,951,164.98,255.12,0.00,0.00,50.00,680.00,855.00,1.095.00, 
Finland,National Findiet Surveys,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,1.575,1.523,668.48,406.82,110.00,225.00,610.00,1.360.00,1.630.00,2.100.00, 
Finland,National Findiet Surveys,Adults,Alcoholic beverages,A.01.001534,1.575,518,140.58,411.17,0.00,0.00,0.00,720.00,1.225.50,1.980.00, 
Finland,National Findiet Surveys,Adults,Drinking water (water without any additives except,A.01.001573,1.575,1.575,941.89,672.70,162.16,237.13,763.45,2.221.24,2.606.25,3.100.82, 
Finland,National Findiet Surveys,Adults,Herbs. spices and condiments,A.01.001580,1.575,1.575,17.34,13.24,4.74,5.93,13.45,44.35,55.93,70.20, 
Finland,National Findiet Surveys,Adults,Food for infants and small children,A.01.001715,1.575,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Finland,National Findiet Surveys,Adults,Products for special nutritional use,A.01.001748,1.575,688,2.87,19.95,0.00,0.00,0.00,5.70,13.70,42.23, 
Finland,National Findiet Surveys,Adults,Composite food (including frozen products),A.01.001789,1.575,392,9.17,21.74,0.00,0.00,0.00,54.45,70.00,100.00, 
Finland,National Findiet Surveys,Adults,Snacks. desserts. and other foods,A.01.001877,1.575,267,8.22,24.28,0.00,0.00,0.00,62.50,87.50,125.00, 
Finland,National Findiet Surveys,Elderly,Grains and grain-based products,A.01.000001,463,463,152.98,67.70,68.17,80.01,142.40,290.39,314.65,365.15, 
Finland,National Findiet Surveys,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,463,451,118.58,100.85,5.29,15.15,99.87,297.05,358.96,511.76, 
Finland,National Findiet Surveys,Elderly,Starchy roots and tubers,A.01.000467,463,434,90.43,65.45,0.00,6.37,81.49,206.31,253.80,296.02, 
Finland,National Findiet Surveys,Elderly,Legumes. nuts and oilseeds,A.01.000486,463,197,7.31,17.29,0.00,0.00,0.00,47.50,65.99,80.72, 
Finland,National Findiet Surveys,Elderly,Fruit and fruit products,A.01.000544,463,430,179.42,157.79,0.00,10.00,149.17,465.15,564.59,732.80, 
Finland,National Findiet Surveys,Elderly,Meat and meat products (including edible offal),A.01.000727,463,451,104.25,75.03,10.56,24.26,88.64,247.30,299.93,353.97, 
Finland,National Findiet Surveys,Elderly,Fish and other seafood (including amphibians. rept,A.01.000876,463,222,35.90,57.28,0.00,0.00,0.00,137.50,180.07,240.00, 
Finland,National Findiet Surveys,Elderly,Milk and dairy products,A.01.000948,463,457,440.34,309.66,56.02,98.13,379.11,988.27,1.185.74,1.590.00, 
Finland,National Findiet Surveys,Elderly,Eggs and egg products,A.01.001252,463,392,14.56,19.86,0.00,0.00,7.29,55.70,76.01,92.69, 
Finland,National Findiet Surveys,Elderly,Sugar and confectionary,A.01.001267,463,453,23.75,22.72,1.26,3.87,18.14,64.08,73.48,96.36, 
Finland,National Findiet Surveys,Elderly,Animal and vegetable fats and oils,A.01.001346,463,463,36.31,23.06,7.07,11.48,32.03,82.54,101.46,111.81, 
Finland,National Findiet Surveys,Elderly,Fruit and vegetable juices,A.01.001394,463,216,102.67,201.93,0.00,0.00,0.00,500.00,710.00,1.125.00, 
Finland,National Findiet Surveys,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,463,454,532.85,291.60,150.00,220.00,490.00,1.080.00,1.275.00,1.430.00, 
Finland,National Findiet Surveys,Elderly,Alcoholic beverages,A.01.001534,463,95,46.45,143.66,0.00,0.00,0.00,272.50,430.00,760.00, 
Finland,National Findiet Surveys,Elderly,Drinking water (water without any additives except,A.01.001573,463,463,886.53,586.88,190.29,282.29,732.29,2.033.88,2.283.26,2.803.25, 
Finland,National Findiet Surveys,Elderly,Herbs. spices and condiments,A.01.001580,463,463,12.20,7.51,4.55,5.32,10.20,26.74,33.92,40.04, 
Finland,National Findiet Surveys,Elderly,Food for infants and small children,A.01.001715,463,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Finland,National Findiet Surveys,Elderly,Products for special nutritional use,A.01.001748,463,216,1.87,4.13,0.00,0.00,0.00,7.90,16.60,21.07, 
Finland,National Findiet Surveys,Elderly,Composite food (including frozen products),A.01.001789,463,96,7.74,19.71,0.00,0.00,0.00,50.00,75.00,94.45, 
Finland,National Findiet Surveys,Elderly,Snacks. desserts. and other foods,A.01.001877,463,43,3.79,15.89,0.00,0.00,0.00,30.00,50.00,100.00, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Grains and grain-based products,A.01.000001,306,306,134.14,44.65,73.27,82.97,130.53,212.32,236.10,253.19, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,306,306,116.17,61.19,33.00,44.57,107.28,222.57,267.37,295.97, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Starchy roots and tubers,A.01.000467,306,305,99.12,59.37,18.52,29.85,90.51,212.17,242.74,276.46, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Legumes. nuts and oilseeds,A.01.000486,306,213,4.54,9.18,0.00,0.00,0.84,22.52,32.80,41.91, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Fruit and fruit products,A.01.000544,306,287,103.21,94.42,0.00,5.39,79.54,279.39,336.95,423.55, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Meat and meat products (including edible offal),A.01.000727,306,306,112.87,55.73,43.18,52.17,103.53,222.52,238.71,254.42, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Fish and other seafood (including amphibians. rept,A.01.000876,306,197,18.08,22.70,0.00,0.00,11.97,54.91,93.63,106.48, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Milk and dairy products,A.01.000948,306,305,614.25,342.94,133.28,204.54,584.79,1.249.40,1.359.80,1.707.93, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Eggs and egg products,A.01.001252,306,266,10.37,12.10,0.00,0.00,6.18,34.67,45.41,56.26, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Sugar and confectionary,A.01.001267,306,302,33.01,28.26,3.06,5.12,24.55,88.44,106.20,129.76, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Animal and vegetable fats and oils,A.01.001346,306,306,31.73,14.50,13.18,15.57,29.24,56.96,65.50,76.92, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Fruit and vegetable juices,A.01.001394,306,270,221.38,207.23,0.00,0.00,171.72,630.00,775.00,945.00, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,306,233,167.82,203.21,0.00,0.00,100.00,555.00,635.00,982.50, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Alcoholic beverages,A.01.001534,306,18,1.92,13.46,0.00,0.00,0.00,0.72,12.50,82.50, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Drinking water (water without any additives except,A.01.001573,306,306,641.83,329.96,212.43,259.11,597.90,1.237.13,1.421.79,1.728.74, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Herbs. spices and condiments,A.01.001580,306,306,16.37,8.76,6.54,7.50,14.41,35.99,38.89,44.97, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Food for infants and small children,A.01.001715,306,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Products for special nutritional use,A.01.001748,306,137,3.59,19.71,0.00,0.00,0.00,4.45,22.05,125.00, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Composite food (including frozen products),A.01.001789,306,181,10.87,15.89,0.00,0.00,6.85,41.42,49.88,55.78, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Snacks. desserts. and other foods,A.01.001877,306,182,15.26,20.46,0.00,0.00,7.58,60.10,67.50,90.00, 
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Grains and grain-based products,A.01.000001,250,250,223.39,91.78,97.25,116.88,211.06,382.25,438.25,504.75,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Vegetables and vegetable products (including fungi,A.01.000317,250,247,53.73,41.89,6.00,10.00,45.08,142.50,159.50,198.00,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Starchy roots and tubers,A.01.000467,250,222,55.28,41.81,0.00,0.00,50.00,127.50,155.00,195.00,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Legumes. nuts and oilseeds,A.01.000486,250,38,2.42,12.88,0.00,0.00,0.00,12.50,16.25,54.50,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Fruit and fruit products,A.01.000544,250,235,81.78,68.92,0.00,5.75,65.50,211.00,280.88,303.00,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Meat and meat products (including edible offal),A.01.000727,250,246,65.98,42.24,10.00,18.00,57.50,145.00,166.50,205.50,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Fish and other seafood (including amphibians. rept,A.01.000876,250,96,7.96,14.89,0.00,0.00,0.00,37.50,45.00,58.75,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Milk and dairy products,A.01.000948,250,248,530.25,209.60,168.00,262.50,530.88,879.00,927.50,996.25,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Eggs and egg products,A.01.001252,250,52,3.58,8.88,0.00,0.00,0.00,22.50,30.00,45.00,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Sugar and confectionary,A.01.001267,250,240,28.06,24.58,0.50,3.75,21.69,77.50,86.83,124.50,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Animal and vegetable fats and oils,A.01.001346,250,249,12.74,7.47,2.50,4.25,11.38,27.28,30.00,36.25,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Fruit and vegetable juices,A.01.001394,250,216,157.53,133.69,0.00,0.00,137.50,392.50,475.00,600.00,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,250,223,189.48,169.00,0.00,0.00,150.00,505.00,575.00,725.00,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Alcoholic beverages,A.01.001534,250,4,2.20,24.06,0.00,0.00,0.00,0.00,0.00,50.00,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Drinking water (water without any additives except,A.01.001573,250,184,104.64,134.79,0.00,0.00,50.00,405.00,567.50,600.00,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Herbs. spices and condiments,A.01.001580,250,242,34.97,30.48,0.13,3.17,28.06,88.57,105.50,129.83,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Food for infants and small children,A.01.001715,250,7,2.06,16.53,0.00,0.00,0.00,0.00,7.00,67.50,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Products for special nutritional use,A.01.001748,250,56,0.91,2.57,0.00,0.00,0.00,7.50,10.00,11.00,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Composite food (including frozen products),A.01.001789,250,250,179.76,107.29,39.50,51.25,163.75,375.00,417.00,523.75,Number of observations lower than 300. the 99th may not be statistically robust
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Snacks. desserts. and other foods,A.01.001877,250,212,45.03,43.27,0.00,0.00,37.63,114.50,139.38,160.38,Number of observations lower than 300. the 99th may not be statistically robust
France,Individual and national study on food consumption 2,Other children,Grains and grain-based products,A.01.000001,482,482,173.79,69.71,77.54,92.20,165.39,299.36,331.34,388.78, 
France,Individual and national study on food consumption 2,Other children,Vegetables and vegetable products (including fungi,A.01.000317,482,478,83.54,54.37,12.14,19.95,76.63,186.30,223.81,249.55, 
France,Individual and national study on food consumption 2,Other children,Starchy roots and tubers,A.01.000467,482,476,53.01,33.58,12.86,18.23,47.32,111.14,135.71,166.29, 
France,Individual and national study on food consumption 2,Other children,Legumes. nuts and oilseeds,A.01.000486,482,438,26.57,23.85,0.00,1.43,21.43,75.71,87.86,114.43, 
France,Individual and national study on food consumption 2,Other children,Fruit and fruit products,A.01.000544,482,468,88.75,67.71,1.66,14.29,73.86,214.77,247.15,289.14, 
France,Individual and national study on food consumption 2,Other children,Meat and meat products (including edible offal),A.01.000727,482,480,90.03,38.76,38.00,44.94,84.64,158.64,180.87,195.73, 
France,Individual and national study on food consumption 2,Other children,Fish and other seafood (including amphibians. rept,A.01.000876,482,424,20.56,16.44,0.00,0.00,17.14,51.07,58.93,66.82, 
France,Individual and national study on food consumption 2,Other children,Milk and dairy products,A.01.000948,482,482,313.46,165.73,78.32,108.66,307.30,597.56,687.73,827.80, 
France,Individual and national study on food consumption 2,Other children,Eggs and egg products,A.01.001252,482,418,11.06,11.42,0.00,0.00,7.96,33.52,39.66,48.00, 
France,Individual and national study on food consumption 2,Other children,Sugar and confectionary,A.01.001267,482,471,28.89,57.53,0.95,2.78,14.89,84.43,117.14,270.99, 
France,Individual and national study on food consumption 2,Other children,Animal and vegetable fats and oils,A.01.001346,482,482,19.79,10.60,6.13,8.15,18.49,38.39,45.71,54.00, 
France,Individual and national study on food consumption 2,Other children,Fruit and vegetable juices,A.01.001394,482,374,77.55,85.31,0.00,0.00,51.43,248.57,278.57,335.71, 
France,Individual and national study on food consumption 2,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,482,335,87.40,130.88,0.00,0.00,47.14,302.00,432.86,601.43, 
France,Individual and national study on food consumption 2,Other children,Alcoholic beverages,A.01.001534,482,64,0.40,2.38,0.00,0.00,0.00,1.71,3.60,6.70, 
France,Individual and national study on food consumption 2,Other children,Drinking water (water without any additives except,A.01.001573,482,481,442.05,262.83,103.60,164.05,398.22,911.43,1.021.22,1.370.58, 
France,Individual and national study on food consumption 2,Other children,Herbs. spices and condiments,A.01.001580,482,481,12.44,10.33,0.98,2.29,10.09,31.69,39.75,50.97, 
France,Individual and national study on food consumption 2,Other children,Food for infants and small children,A.01.001715,482,17,5.11,36.72,0.00,0.00,0.00,0.00,28.57,214.29, 
France,Individual and national study on food consumption 2,Other children,Products for special nutritional use,A.01.001748,482,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
France,Individual and national study on food consumption 2,Other children,Composite food (including frozen products),A.01.001789,482,9,0.18,1.82,0.00,0.00,0.00,0.00,0.00,7.14, 
France,Individual and national study on food consumption 2,Other children,Snacks. desserts. and other foods,A.01.001877,482,438,38.30,36.02,0.00,0.00,30.00,105.71,125.00,151.43, 
France,Individual and national study on food consumption 2,Adolescents,Grains and grain-based products,A.01.000001,973,973,233.94,95.02,99.04,128.86,220.92,396.05,462.49,523.19, 
France,Individual and national study on food consumption 2,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,973,966,95.73,61.82,13.42,25.31,84.70,214.31,238.20,276.68, 
France,Individual and national study on food consumption 2,Adolescents,Starchy roots and tubers,A.01.000467,973,949,67.90,45.26,7.29,15.43,60.71,155.59,184.34,210.71, 
France,Individual and national study on food consumption 2,Adolescents,Legumes. nuts and oilseeds,A.01.000486,973,828,28.88,28.08,0.00,0.00,23.57,81.25,100.00,119.29, 
France,Individual and national study on food consumption 2,Adolescents,Fruit and fruit products,A.01.000544,973,880,79.60,84.11,0.00,0.09,60.86,225.68,253.80,344.62, 
France,Individual and national study on food consumption 2,Adolescents,Meat and meat products (including edible offal),A.01.000727,973,973,121.26,57.43,44.73,58.71,113.54,215.16,246.76,291.90, 
France,Individual and national study on food consumption 2,Adolescents,Fish and other seafood (including amphibians. rept,A.01.000876,973,785,21.22,21.83,0.00,0.00,15.71,64.57,78.68,94.96, 
France,Individual and national study on food consumption 2,Adolescents,Milk and dairy products,A.01.000948,973,972,257.99,168.97,28.98,58.45,246.57,542.85,617.57,735.82, 
